matricul	departem	ptvente	sexe	age	sitfamil	anciente	csp	codeqlt	nbimpaye	mtrejet	nbopguic	moycred3	aveparmo	endette	engagemt	engagemc	engagemm	nbcptvue	moysold3	moycredi	agemvt	nbop	mtfactur	engageml	nbvie	mtvie	nbeparmo	mteparmo	nbeparlo	mteparlo	nblivret	mtlivret	nbeparlt	mteparlt	nbeparte	mteparte	nbbon	mtbon	nbpaiecb	nbcb	nbcbptar	avtscpte	aveparfi	sexer	cartevpr	nbjdebit
5031537	31	2	0	32	2	29	1	2	0	0	1	11	33185	0	0	0	0	1	2937	11	13	44	0	0	1	12771	1	33185	0	0	1	33185	0	0	0	0	0	0	17	1	0	50462	12771	1	0	0
5033195	65	1	0	22	2	28	3	4	0	0	4	8	2900	0	0	0	0	1	2540	4	13	33	0	0	0	0	2	2900	1	1800	1	1100	0	0	0	0	0	0	10	1	0	19832	0	1	0	3
5034544	65	1	1	36	1	28	3	3	0	0	2	8	0	26	15181	15181	0	1	-1465	8	19	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	72
5036198	31	1	1	31	2	27	1	2	0	0	2	58	104100	0	0	0	0	1	29414	41	14	22	5100	0	0	0	1	104100	0	0	1	104100	0	0	0	0	0	0	10	1	0	120252	0	0	0	0
5036807	31	1	1	44	1	27	1	3	0	0	2	6	153	0	0	0	0	1	786	6	13	15	32000	0	0	0	1	153	0	0	1	153	0	0	0	0	0	0	0	2	1	1095	0	0	0	24
5041088	31	2	0	54	1	26	3	2	0	0	2	35	16500	13	291798	0	0	2	12070	32	14	25	66950	291798	0	0	1	16500	0	0	1	16500	0	0	0	0	0	0	12	1	0	28121	0	1	0	3
5041267	32	5	0	53	1	26	2	4	0	0	4	9	4547	16	95061	0	95061	1	6062	9	13	36	39000	0	0	0	1	4547	0	0	1	4547	0	0	0	0	0	0	8	1	0	13034	0	1	0	0
5041472	31	3	1	32	4	26	2	3	0	0	0	8	0	0	0	0	0	1	8857	8	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6803	0	0	0	0
5042664	32	2	0	27	2	25	3	2	0	0	0	6	350	0	0	0	0	1	14759	6	13	10	0	0	0	0	2	350	0	0	2	350	0	0	0	0	0	0	0	1	0	12697	0	1	0	0
5043278	65	1	1	28	2	25	1	3	0	0	2	10	1312	18	30439	1114	29325	1	-159	10	13	36	0	0	0	0	1	1312	0	0	1	1312	0	0	0	0	0	0	13	1	0	1312	0	0	0	59
5047211	31	2	0	20	2	23	3	3	0	0	0	2	0	0	0	0	0	1	1466	1	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1860	0	1	0	0
5047583	31	1	1	26	2	23	2	2	0	0	2	9	24596	0	0	0	0	1	3315	7	14	18	0	0	0	0	2	24596	1	2700	1	21896	0	0	0	0	0	0	7	1	0	24771	0	0	0	5
5054208	56	1	0	28	2	21	1	3	0	0	0	28	30036	0	0	0	0	1	3083	27	13	56	0	0	0	0	4	30036	2	1800	2	28236	0	0	0	0	0	0	19	2	0	33321	0	1	0	42
5054380	31	1	1	19	2	20	3	3	0	0	0	1	0	0	0	0	0	1	1217	1	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6761	0	0	0	0
5056881	31	2	0	28	1	19	3	3	0	0	0	1	0	0	0	0	0	1	751	1	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	729	0	1	0	0
5059878	31	1	1	27	1	18	1	2	0	0	3	13	3623	0	0	0	0	1	9638	13	13	35	0	0	0	0	1	3623	1	3623	0	0	0	0	0	0	0	0	25	2	0	20611	0	0	0	0
5061345	31	1	0	32	2	18	1	2	0	0	2	24	215	13	305447	0	0	1	3498	24	13	29	0	305447	0	0	2	215	0	0	2	215	0	0	0	0	0	0	4	1	0	9912	0	1	0	19
5061805	31	1	0	32	1	18	1	3	0	0	0	5	100	0	0	0	0	1	2534	5	14	20	21000	0	0	0	1	100	0	0	1	100	0	0	0	0	0	0	10	1	0	2623	0	1	0	0
5064064	31	1	0	19	2	17	2	3	0	0	4	7	0	12	17862	17862	0	1	5359	7	13	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	9441	0	1	0	0
5064961	31	1	1	24	2	17	2	3	0	0	0	15	40662	7	23768	0	23768	1	5428	15	13	5	0	0	0	0	1	40662	0	0	1	40662	0	0	0	0	0	0	0	1	0	45704	0	0	0	0
5066385	31	1	0	22	2	16	3	3	0	0	1	7	0	0	0	0	0	1	2385	7	14	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2890	0	1	0	6
5066924	31	1	1	28	2	16	1	2	0	0	1	13	33601	5	15986	15986	0	1	7937	8	14	13	0	0	0	0	2	33601	0	0	2	33601	0	0	0	0	0	0	5	1	0	43974	0	0	0	0
5067641	65	1	1	27	2	15	1	3	0	0	0	1	210	0	0	0	0	1	1894	1	42	1	49500	0	0	0	1	210	0	0	1	210	0	0	0	0	0	0	0	1	1	2482	0	0	0	0
5068230	75	3	0	23	2	15	3	4	0	0	0	4	0	0	564	564	0	1	653	4	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	33
5068952	31	3	1	29	4	15	2	3	0	0	3	10	0	8	47277	0	47277	1	19344	10	13	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	1938	0	0	0	3
5070480	32	3	0	24	2	14	2	3	0	0	3	8	22128	11	6718	6718	0	2	1241	8	13	26	0	0	0	0	2	22128	1	16458	1	5670	0	0	0	0	0	0	6	1	0	27787	155	1	0	7
5071969	31	1	0	34	2	14	4	3	0	0	0	1	0	0	0	0	0	1	1759	1	30	2	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1617	0	1	0	0
5073063	31	2	1	35	2	13	1	3	0	0	0	7	0	0	2321	2321	0	1	2583	7	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	19
5075530	31	2	0	35	4	12	1	3	0	0	0	6	0	0	0	0	0	1	18295	6	14	35	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	11	1	0	11838	0	1	0	0
5077668	31	1	1	41	1	12	2	3	0	0	0	22	303	4	23828	0	23828	1	-1111	22	13	68	30000	0	0	0	1	303	0	0	1	303	0	0	0	0	0	0	27	1	0	5003	0	0	0	59
5078781	65	1	0	36	1	11	2	3	0	0	2	1	0	0	0	0	0	1	1349	1	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	111	0	1	0	0
5078868	31	2	1	28	1	11	1	3	0	0	2	14	9000	0	0	0	0	1	6283	14	13	35	0	0	0	0	1	9000	0	0	1	9000	0	0	0	0	0	0	9	1	0	14201	0	0	0	0
5083088	31	4	1	27	2	9	2	3	0	0	2	5	0	0	0	0	0	1	3554	5	13	19	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	5574	0	0	0	0
5084393	32	1	0	50	1	9	2	4	0	0	1	11	0	0	0	0	0	1	-2274	11	13	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1393	0	1	0	81
5086855	31	1	0	29	1	8	1	2	0	0	2	35	7600	0	0	0	0	2	-71	30	13	92	0	0	0	0	2	7600	1	0	1	7600	0	0	0	0	0	0	12	1	0	17026	0	1	0	104
5087086	31	1	0	39	2	8	1	2	0	0	1	16	7211	21	136139	0	136139	1	8841	14	13	42	0	0	0	0	2	7211	0	0	2	7211	0	0	0	0	0	0	9	1	0	22041	0	1	0	0
5088086	31	1	0	26	2	7	2	3	0	0	0	7	0	0	0	0	0	1	1210	7	13	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	1634	0	1	0	36
5089277	31	1	0	21	2	7	3	4	0	0	1	4	0	0	0	0	0	1	2112	4	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1007	0	1	0	2
5090213	31	1	0	22	2	6	3	3	0	0	2	5	0	0	0	0	0	1	2134	3	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3045	0	1	0	1
5091239	31	1	0	22	2	6	2	3	0	0	0	5	0	0	0	0	0	1	12423	5	13	7	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20054	0	1	0	0
5094318	82	3	0	54	3	5	2	2	0	0	2	16	41171	0	0	0	0	1	10214	16	13	37	0	0	1	5470	3	41171	1	0	2	41171	0	0	0	0	0	0	14	1	0	55385	5625	1	0	0
5094432	31	1	0	54	3	5	1	5	0	0	0	12	51809	0	0	0	0	1	3063	12	13	37	0	0	0	0	2	51809	0	0	2	51809	0	0	0	0	0	0	0	1	1	56412	0	1	0	0
5096426	31	1	0	35	1	4	1	5	0	0	2	26	22100	0	0	0	0	1	11637	19	13	31	30000	0	0	0	1	22100	0	0	1	22100	0	0	0	0	0	0	14	1	0	40173	0	1	0	10
5096539	31	1	1	40	2	4	2	5	0	0	1	12	0	12	28946	482	28464	1	5143	12	13	37	92500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	22
5096908	31	1	0	19	2	4	2	5	0	0	2	1	0	0	0	0	0	1	418	1	13	10	20500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1547	0	1	0	0
5098439	65	1	0	30	2	3	2	5	0	0	0	5	0	13	29233	0	29233	1	7040	5	13	18	42000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6389	0	1	0	8
5098708	31	1	1	19	2	3	2	5	0	0	1	3	0	0	0	0	0	1	4973	3	30	2	17000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8477	0	0	0	0
7502497	31	1	1	30	1	36	4	2	0	0	1	12	57096	21	444019	0	0	1	7354	11	15	51	0	444019	0	0	4	57096	3	54381	1	2715	0	0	0	0	0	0	22	1	0	60462	0	0	0	8
7516932	82	2	0	45	1	15	1	3	0	0	0	7	0	0	0	0	0	1	992	7	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	4134	0	1	0	29
7522067	31	4	0	22	1	41	3	4	0	0	0	8	0	29	14063	14063	0	1	-3673	8	13	39	47000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	0	0	1	0	79
7526330	31	3	0	43	3	39	2	1	0	0	2	24	293310	2	1743	1743	0	1	12118	23	13	60	55500	0	0	0	3	293310	2	284759	1	8551	0	0	0	0	0	0	2	1	0	312066	0	1	0	0
7553883	31	1	0	36	5	20	2	3	0	0	0	8	0	0	157	157	0	1	-447	8	14	47	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	0	0	1	0	58
7574479	32	1	0	49	1	31	2	2	0	0	4	14	55845	0	0	0	0	1	2711	14	13	51	13900	0	0	0	1	55845	1	55845	0	0	0	0	0	0	0	0	9	1	0	63336	0	1	0	9
